id,rle_mask
0c2778b69e,20 63 120 64 221 63 322 62 423 61 523 61 623 61 724 59 824 57 924 55 1025 53 1126 50 1226 48 1327 46 1428 45 1529 43 1630 41 1731 38 1832 35 1933 33 2035 30 2136 28 2237 26 2338 25 2439 23 2540 22 2641 21 2743 19 2845 17 2946 17 3048 15 3150 13 3252 12 3354 9 8687 9 8788 11 8889 12 8990 13 9091 13 9192 14 9293 15 9394 15 9495 16 9596 16 9697 16 9798 16 9899 17 10000 17 10101 17
0c61b75e90,1 13 102 14 203 14 304 14 405 15 506 15 607 16 708 17 809 18 910 19 1011 20 1112 22 1213 25 1314 28 1415 32 1516 34 1617 35 1718 37 1819 38 1863 4 1920 51 2021 54 2122 56 2223 57 2324 58 2425 60 2526 61 2627 62 2728 63 2829 64 2930 65 3031 66 3132 67 3233 68 3334 69 3435 70 3536 71 3637 72 3738 73 3839 74 3940 75 4041 76 4142 76 4243 77 4344 78 4445 80 4546 80 4647 81 4748 82 4849 83 4950 84 5051 86 5152 87 5253 88 5354 90 5455 91 5556 92 5657 93 5758 94 5859 95 5960 97 6061 99 6162 4040
0c94055b5b,
0cf56f5ff9,48 54 149 54 249 55 350 55 450 56 546 61 647 61 747 62 848 62 948 63 1048 64 1148 65 1248 66 1341 5 1348 67 1440 76 1539 78 1638 80 1737 82 1836 84 1936 85 2037 85 2137 86 2237 87 2337 88 2432 94 2532 95 2631 7571
0d2238f294,1 34 102 34 203 34 304 34 405 35 506 35 607 36 708 36 809 37 910 38 1011 39 1112 40 1213 42 1314 43 1415 45 1516 46 1619 46 1722 46 1824 46 1927 46 2029 46 2132 45 2234 45 2337 44 2439 44 2542 44 2644 44 2747 43 2849 43 2952 42 3054 42 3156 42 3258 42 3360 42 3463 41 3565 40 3667 40 3770 39 3872 38 3975 37 4078 35 4180 35 4283 34 4385 34 4487 34 4589 35 4691 35 4793 36 4895 38 4998 39 5100 40 5203 41 5306 41 5408 43 5511 45 5614 43 5718 40 5821 38 5924 36 6031 30 6133 29 6235 28 6337 27 6439 26 6541 25 6643 24 6746 22 6849 20 6951 19 7054 17 7156 16 7258 15 7360 14 7463 12 7565 11 7668 9 7770 8 7872 7 7973 7 8075 6 8177 5 8279 4 8381 3 8484 1
0d55880203,
0da24cf72a,1 19 102 20 145 3 203 26 238 13 304 49 405 51 506 54 607 71 708 75 809 79 910 82 1011 85 1112 88 1213 91 1314 95 1413 8789
0e2808a025,59 43 162 41 264 40 367 38 469 37 572 35 674 34 776 33 878 32 979 32 1081 31 1182 31 1284 30 1385 30 1487 29 1588 29 1690 28 1792 27 1893 27 1995 26 2097 25 2198 25 2300 24 2402 23 2504 22 2605 22 2707 21 2809 20 2911 19 3013 18 3115 17 3217 16 3318 16 3419 16 3520 16 3621 16 3722 16 3823 16 3924 16 4025 16 4126 16 4227 16 4328 16 4430 15 4531 15 4632 15 4733 15 4834 15 4936 14 5037 14 5138 14 5240 13 5341 13 5442 13 5543 13 5643 14 5743 15 5843 16 5943 17 6042 19 6142 20 6241 22 6341 23 6440 25 6540 26 6639 28 6738 30 6838 31 6937 33 7035 36 7133 39 7233 40 7333 41 7434 41 7536 40 7638 39 7740 38 7843 36 7945 35 8047 34 8150 32 8253 30 8356 28 8459 26 8562 24 8667 20 8771 17 8875 14 8979 11 9083 8 9187 5 9289 4 9390 4 9492 3 9593 3 9693 4 9794 4 9894 5 9995 5 10096 5 10197 5
0e5eb2e19c,
ff37c16424,1 505 510 97 615 93 720 32 761 48 829 19 872 38 978 33 1083 29 1188 25 1293 21 1398 17 1503 13 1607 10 1711 7 1815 4 7525 11 7621 41 7675 2 7719 59 7819 60 7918 62 8018 63 8119 63 8220 63 8322 62 8424 61 8527 59 8629 58 8730 58 8829 60 8929 61 9028 63 9127 65 9225 68 9321 73 9418 77 9514 82 9607 90 9704 94 9803 96 9901 301
ff3b80b82c,1 11 102 10 203 9 304 7 405 4 506 2
ff41dd8a8a,90 12 190 13 290 14 389 16 489 17 588 19 688 20 788 21 889 21 990 21 1091 21 1192 21 1293 21 1394 21 1495 21 1595 22 1696 22 1796 23 1896 24 1996 25 2096 26 2197 26 2297 27 2398 27 2498 28 2599 28 2700 28 2800 29 2901 29 3001 30 3101 31 3201 32 3301 33 3401 34 3502 34 3602 35 3702 36 3802 37 3902 38 4003 38 4103 39 4203 40 4304 40 4404 41 4504 42 4604 43 4704 44 4804 45 4904 46 5003 48 5103 49 5203 50 5303 51 5404 51 5504 52 5605 52 5706 52 5807 52 5908 52 6009 52 6110 52 6211 52 6312 52 6413 52 6514 52 6615 52 6716 52 6817 52 6918 52 7019 52 7120 52 7221 52 7322 52 7423 52 7524 52 7625 52 7726 52 7828 51 7929 51 8030 51 8132 50 8233 50 8335 49 8438 47 8540 46 8642 45 8744 44 8846 43 8948 42 9050 41 9153 39 9254 39 9356 38 9458 37 9559 37 9661 36 9762 36 9863 36 9965 35 10066 35 10167 35
ff47f2a6f2,
ff4f821746,91 11 191 12 292 12 392 13 492 14 592 15 691 17 791 18 890 20 989 22 1089 23 1188 25 1288 26 1387 28 1487 29 1587 30 1687 31 1787 32 1887 33 1987 34 2087 35 2187 36 2288 36 2389 36 2489 37 2591 36 2692 36 2793 36 2894 36 2995 36 3096 36 3197 36 3298 36 3399 36 3500 36 3601 36 3702 36 3803 36 3903 37 4004 37 4105 37 4205 38 4305 39 4406 39 4506 40 4606 41 4706 42 4806 43 4906 44 5006 45 5106 46 5205 48 5305 49 5405 50 5505 51 5605 52 5704 54 5804 55 5903 57 6002 59 6101 61 6200 63 6299 65 6399 66 6498 68 6597 70 6697 71 6796 73 6896 74 6995 76 7095 77 7194 79 7294 80 7394 81 7494 82 7593 84 7693 85 7792 87 7891 89 7990 65 8090 62 8190 58 8289 55 8389 52 8488 48 8588 44 8688 40 8789 33 8891 25 8992 21 9095 14
ff52c8f5f2,10000 8 10101 12
ff540c7ca0,
ff55cc5361,
ff56914ac3,4142 1 4243 2 4344 3 4445 5 4546 6 4647 7 4748 9 4849 10 4950 11 5051 12 5152 12 5253 13 5354 14 5455 14 5556 15 5657 16 5758 16 5859 17 5960 18 6061 19 6162 20 6263 22 6364 24 6465 26 6566 28 6667 29 6768 30 6869 32 6970 33 7071 34 7172 35 7273 36 7374 37 7475 39 7576 40 7677 41 7778 42 7879 43 7980 44 8081 46 8182 47 8283 48 8384 48 8485 49 8586 50 8687 50 8788 51 8889 52 8990 53 9091 54 9192 55 9293 56 9394 57 9495 57 9596 58 9697 59 9798 59 9899 62 10000 63 10101 64
ff5d55d4b6,
ff608418c1,
ff642cbc55,1 63 102 63 203 63 304 63 405 64 506 64 607 65 708 65 809 66 910 66 1011 67 1112 68 1213 69 1314 70 1415 70 1516 70 1617 71 1718 71 1819 72 1920 73 2021 73 2122 73 2223 71 2324 68 2425 64 2526 60 2627 56 2728 54 2829 52 2930 51 3031 51 3132 50 3233 50 3334 50 3435 49 3536 49 3637 48 3738 49 3839 49 3940 50 4041 51 4142 53 4243 55 4344 56 4445 57 4546 58 4647 58 4748 58 4849 58 4950 58 5051 58 5152 58 5253 58 5354 58 5455 59 5556 60 5657 61 5758 62 5859 63 5960 63 6061 64 6162 63 6263 63 6364 63 6465 63 6566 63 6667 63 6768 63 6869 63 6970 64 7071 64 7172 64 7273 64 7374 64 7475 65 7576 65 7677 66 7778 67 7879 68 7980 68 8081 68 8182 66 8283 61 8384 55 8485 51 8586 48 8687 46 8788 45 8889 44 8990 44 9091 43 9192 43 9293 42 9394 42 9495 41 9596 41 9697 40 9798 40 9899 40 10000 40 10101 40
ff65941484,
ff69f8d84e,
ff763fc36c,
ff76657860,
ff7a7f0d93,2652 8 2747 15 2844 19 2941 23 3038 26 3134 29 3233 28 3334 26 3435 24 3536 22 3637 19 3738 17 3839 15 3940 13 4041 11 4142 9 4243 8 4344 6 4445 4 4546 2
ff7dc78a2c,5353 1 5451 4 5549 7 5647 10 5737 21 5835 24 5934 26 6017 44 6114 48 6211 52 6287 1 6295 1 6307 57 6385 80 6485 81 6586 81 6685 83 6784 85 6882 95 6978 3224
ff7e13c3c5,62 40 164 39 264 40 365 40 465 41 565 42 665 43 765 44 865 45 966 45 1066 46 1166 47 1266 48 1366 49 1467 49 1567 50 1667 51 1767 52 1868 52 1968 53 2067 55 2167 56 2267 57 2366 59 2466 60 2566 61 2666 62 2767 62 2867 63 2968 63 3069 63 3170 63 3270 64 3371 64 3471 65 3572 65 3672 66 3771 68 3871 69 3970 71 4069 73 4168 75 4266 78 4364 81 4463 83 4562 85 4662 86 4761 88 4860 90 4958 93 5056 96 5155 5047
ff82b105a2,1 17 19 3 102 25 203 26 304 28 405 29 506 31 607 33 708 34 809 35 910 36 1011 37 1112 37 1213 37 1314 37 1415 38 1516 38 1617 39 1718 40 1819 41 1920 43 2021 44 2122 45 2197 17 2223 48 2278 41 2324 99 2425 7777
ff85a49633,1 201 203 98 304 95 405 92 506 88 607 85 708 83 809 81 910 78 1011 76 1112 74 1213 72 1314 71 1415 69 1516 68 1617 67 1718 65 1819 63 1920 61 2021 59 2122 56 2223 51 2324 44 2425 40 2526 35 2627 31 2728 19 2829 11
caeb60c6f8,
caee58b3ea,2220 3 2316 8 2413 12 2510 16 2606 21 2704 24 2801 28 2899 31 2996 35 3094 38 3191 42 3289 45 3387 48 3485 51 3584 53 3683 55 3783 56 3883 57 3983 58 4083 59 4184 59 4285 59 4386 59 4487 59 4588 59 4689 59 4791 58 4893 57 4996 55 5099 53 5202 51 5305 49 5409 46 5513 43 5617 40 5722 36 5828 31 5939 21 6046 15 6153 9 6259 4
caf0757af5,2088 4 2095 8 2187 19 2287 23 2387 25 2486 33 2559 4 2584 40 2658 10 2684 44 2754 18 2774 7 2785 44 2848 82 2948 83 3048 84 3148 85 3237 4 3247 87 3338 6 3347 88 3438 98 3538 6664
caf12d30ab,21 81 121 80 221 77 320 75 417 76 515 53 613 51 711 50 812 46 913 42 1016 35 1118 24 1214 5 1222 13 1314 6 1325 2 1415 6 1516 7 1617 5 3435 1 3536 10 3637 13 3738 15 3839 16 3940 17 4041 17 4142 19 4243 20 4344 22 4445 24 4546 25 4647 27 4748 29 4849 31 4950 33 5051 35 5152 36 5253 38 5354 39 5455 40 5556 41 5657 42 5758 42 5859 42 5960 42 6061 42 6162 41 6263 40 6364 39 6465 38 6566 38 6667 37 6768 37 6869 36 6970 36 7071 36 7172 37 7273 38 7379 34 7482 33 7584 34 7686 34 7787 34 7889 34 7990 34 8091 34 8193 34 8294 34 8396 33 8498 32 8599 32 8700 32 8801 32 8901 33 9001 34 9101 35 9201 36 9301 37 9401 38 9501 39 9602 39 9704 38 9806 38 9908 37 10010 37 10112 36
caf762e1ab,
caf77a8651,
cafccdcba5,
cafce53ad7,61 41 161 42 262 42 362 43 462 44 562 45 662 46 762 47 862 48 962 49 1062 50 1162 51 1261 53 1360 55 1460 56 1560 57 1661 57 1762 57 1863 57 1964 57 2065 57 2166 57 2267 57 2368 57 2469 57 2570 57 2670 58 2770 59 2870 60 2969 62 3069 63 3168 65 3267 67 3367 68 3467 69 3568 69 3668 70 3769 70 3870 70 3970 71 4071 71 4171 72 4271 73 4371 74 4471 75 4571 76 4672 76 4773 76 4874 76 4975 76 5076 76 5177 76 5279 75 5383 72 5487 69 5590 67 5693 65 5796 63 5899 61 6002 59 6105 57 6208 55 6310 54 6412 53 6514 52 6617 50 6720 48 6823 46 6926 44 7029 42 7132 40 7235 38 7338 36 7441 34 7543 33 7645 32 7747 31 7849 30 7951 29 8053 28 8155 27 8257 26 8359 25 8460 25 8561 25 8662 25 8763 25 8864 25 8965 25 9067 24 9168 24 9270 23 9372 22 9474 21 9577 19 9679 18 9780 18 9881 18 9982 18 10083 18 10183 19
cb040c0f89,67 35 168 35 268 36 368 37 469 37 569 38 670 38 771 38 871 39 972 39 1073 39 1174 39 1274 40 1375 40 1476 40 1577 40 1678 40 1779 40 1880 40 1981 40 2083 39 2184 39 2285 39 2387 38 2488 38 2590 37 2691 37 2793 36 2895 35 2997 34 3099 33 3201 32 3303 31 3405 30 3508 28 3610 27 3713 25 3817 22 3920 20 4024 17 4128 14 4231 12 4333 11 4436 9 4538 8 4640 7 4743 5 4845 4 4947 3 5048 3 5150 2 5251 2 5352 2 5454 1
cb04c4c5a1,502 4 598 9 695 13 790 19 886 24 982 29 1079 33 1174 39 1270 44 1367 48 1464 52 1558 59 1654 64 1750 69 1844 76 1931 90 2027 8175
cb060ff8e7,6767 1 6866 3 6964 6 7063 8 7163 9 7262 11 7361 13 7460 15 7559 17 7658 19 7756 22 7855 24 7953 27 8050 31 8148 34 8246 37 8345 39 8443 42 8542 44 8641 46 8740 48 8839 50 8938 52 9037 54 9136 56 9235 58 9335 59 9434 61 9533 63 9632 65 9732 66 9831 68 9930 70 10030 71 10130 72
cb0d2bd803,8073 8 8155 27 8241 42 8336 48 8427 58 8522 64 8613 74 8707 81 8802 87 8899 91 8995 1207
cb11801fc4,1007 3 1100 12 1188 25 1278 36 1366 49 1450 66 1530 87 1620 5249 6872 98 6976 95 7078 94 7181 92 7283 91 7386 89 7488 88 7591 86 7693 85 7796 83 7899 81 8001 80 8104 78 8207 76 8309 75 8411 74 8514 72 8616 71 8718 70 8820 69 8922 68 9024 67 9126 66 9227 66 9329 65 9431 64 9533 63 9635 62 9738 60 9840 59 9942 58 10044 57 10146 56
cb18628039,
cb210acc22,
cb271e243d,1 8058 8065 79 8152 6 8168 56 8225 17 8271 52 8332 8 8384 39 8485 26 8517 6 8586 24 8687 22 8788 19 8892 10 8998 2
cb2a21050e,2425 4 2526 8 2627 32 2728 43 2829 55 2930 67 3031 78 3132 86 3233 94 3334 6868
cb2a2e89d3,1 8282 8284 100 8388 97 8491 95 8594 93 8697 91 8800 89 8902 88 9005 86 9107 85 9209 84 9312 82 9414 81 9517 79 9619 78 9722 76 9824 75 9926 74 10028 73 10130 72
cb33ac262f,61 41 162 41 263 41 364 41 465 41 566 41 667 41 767 42 868 42 969 42 1070 42 1171 42 1272 42 1373 42 1474 42 1574 43 1675 43 1776 43 1876 44 1977 44 2078 44 2178 45 2279 45 2380 45 2480 46 2581 46 2682 46 2782 47 2883 47 2984 47 3084 48 3185 48 3285 49 3386 49 3486 50 3587 50 3688 50 3788 51 3889 51 3990 51 4091 51 4192 51 4292 52 4393 52 4494 52 4595 52 4696 52 4796 53 4897 53 4998 53 5099 53 5200 53 5301 53 5402 53 5502 54 5603 54 5704 54 5805 54 5906 54 6007 54 6108 54 6209 54 6310 54 6411 54 6512 54 6613 54 6714 54 6816 53 6916 54 7017 54 7118 54 7219 54 7320 54 7421 54 7521 55 7622 55 7723 55 7823 56 7924 56 8024 57 8125 57 8226 57 8326 58 8427 58 8527 59 8628 59 8728 60 8828 61 8929 61 9029 62 9130 62 9231 62 9331 63 9432 63 9533 63 9633 64 9734 64 9834 65 9935 65 10036 63 10137 62
cb36e2e2ae,
cb3f0be080,
cb3f9687bb,
cb47a30879,86 16 185 18 284 20 384 21 484 22 583 24 681 27 780 29 880 30 980 31 1079 33 1179 34 1279 35 1379 36 1479 37 1580 37 1680 38 1780 39 1881 39 1981 40 2082 40 2183 40 2283 41 2384 41 2485 41 2587 40 2688 40 2790 39 2891 39 2992 39 3093 39 3194 39 3295 39 3397 38 3498 38 3599 38 3700 38 3802 37 3903 37 4004 37 4105 37 4205 38 4306 38 4407 38 4507 39 4608 39 4709 39 4810 39 4911 39 5012 39 5113 39 5215 38 5317 37 5419 36 5521 35 5622 35 5724 34 5826 33 5928 32 6029 32 6131 31 6232 31 6334 30 6436 29 6539 27 6641 26 6743 25 6845 24 6947 23 7049 22 7152 20 7254 19 7357 17 7459 16 7562 14 7664 13 7766 12 7868 11 7970 10 8073 8 8176 6 8278 5 8380 4 8482 3
cb4e3c72e3,2626 1 2726 2 2826 3 2926 4 3025 6 3125 7 3225 8 3325 9 3426 9 3526 10 3626 11 3726 12 3825 14 3925 15 4025 16 4124 18 4224 19 4324 20 4424 21 4523 23 4622 25 4721 27 4820 29 4919 31 5018 33 5118 34 5217 36 5316 38 5416 39 5515 41 5615 42 5715 43 5814 45 5913 47 6012 49 6112 50 6211 52 6310 54 6410 55 6510 56 6610 57 6710 58 6809 60 6909 61 7008 63 7108 64 7207 66 7306 68 7406 69 7505 71 7605 72 7704 74 7804 75 7903 77 8003 78 8103 79 8204 79 8304 80 8405 80 8507 79 8608 79 8710 78 8812 77 8915 75 9018 73 9123 69 9226 67 9329 65 9432 63 9535 61 9638 59 9741 57 9843 56 9947 53 10049 52 10152 50
c921814978,1 1818 1821 99 1927 94 2032 90 2135 88 2239 85 2343 82 2446 80 2550 77 2653 75 2755 74 2858 72 2962 69 3066 66 3170 63 3274 60 3378 57 3482 54 3587 50 3693 45 3798 41 3902 38 4004 37 4107 35 4209 34 4312 32 4414 31 4517 29 4620 27 4724 24 4827 22 4930 20 5033 18 5136 16 5240 13 5342 12 5445 10 5548 8 5651 6 5754 4 5857 2
c9255da5a5,1 10 102 11 203 12 304 14 405 16 506 17 607 19 708 22 731 7 809 34 910 37 1011 40 1112 45 1213 50 1314 54 1415 57 1516 60 1617 63 1718 66 1819 68 1920 71 2021 74 2122 78 2223 82 2324 90 2425 7777
c925d8f9e1,2727 1 2826 3 2927 3 3027 4 3128 4 3229 4 3330 4 3431 4 3532 4 3633 4 3734 4 3835 4 3936 4 4037 4 4138 4 4238 5 4338 6 4438 7 4537 9 4636 11 4736 12 4837 12 4938 12 5039 12 5141 11 5243 10 5344 10 5446 9 5547 9 5649 8 5751 7 5852 7 5953 7 6054 7 6155 7 6256 7 6357 7 6458 7 6559 7 6661 6 6762 6 6863 6 6965 5 7066 5 7167 5 7268 5 7369 5 7469 6 7569 7 7670 7 7771 7 7871 8 7971 9 8071 10 8171 11 8271 12 8372 12 8472 13 8573 13 8674 13 8775 13 8877 12 8978 12 9080 11 9181 11 9283 10 9385 9 9488 7 9591 5 9694 3
c927012921,2828 1 2927 3 3026 5 3125 7 3226 7 3326 8 3426 9 3525 11 3625 12 3725 13 3825 14 3924 16 4024 17 4124 18 4223 20 4323 21 4422 23 4522 24 4622 25 4723 25 4823 26 4924 26 5024 27 5125 27 5225 28 5325 29 5425 30 5526 30 5626 31 5727 31 5828 31 5928 32 6029 32 6130 32 6231 32 6332 32 6433 32 6533 33 6634 33 6735 33 6835 34 6936 34 7036 35 7136 36 7237 36 7337 37 7437 38 7537 39 7637 40 7738 40 7838 41 7939 41 8039 42 8140 42 8241 42 8342 42 8443 42 8544 42 8645 42 8745 43 8846 43 8947 43 9047 44 9148 44 9248 45 9348 46 9449 46 9549 47 9650 47 9750 48 9850 49 9951 49 10051 50 10152 50
c9272c542f,
c92ae135a1,
c92e16d3c0,
c931414489,
c939e08a4b,
c9454c6638,4141 1 4241 2 4341 3 4441 4 4542 4 4642 5 4743 5 4843 6 4944 6 5045 6 5146 6 5247 6 5348 6 5449 6 5550 6 5652 5 5753 5 5854 5 5955 5 6056 5 6157 5 6258 5 6358 6 6459 6 6559 7 6660 7 6760 8 6861 8 6961 9 7062 9 7162 10 7263 10 7363 11 7463 12 7564 12 7664 13 7764 14 7865 14 7965 15 8066 15 8166 16 8266 17 8366 18 8466 19 8567 19 8667 20 8767 21 8867 22 8967 23 9067 24 9167 25 9268 25 9368 26 9467 28 9567 29 9667 30 9768 30 9868 31 9968 32 10068 33 10168 34
c9512a289b,
c9526a0744,
c95594456f,1 4747 4752 97 4857 93 4960 91 5063 89 5166 87 5269 85 5372 83 5475 81 5581 76 5684 74 5787 72 5891 69 5995 66 6098 64 6202 61 6306 58 6409 56 6512 54 6614 53 6717 51 6820 49 6923 47 7025 46 7127 43 7228 41 7330 40 7431 39 7532 38 7632 39 7733 39 7833 40 7933 41 8033 42 8134 42 8234 43 8334 44 8434 45 8534 46 8633 48 8733 48 8833 48 8933 48 9033 48 9132 49 9232 49 9332 49 9432 49 9531 50 9631 50 9731 50 9831 51 9931 51 10031 51 10131 51
c955f688f3,68 34 168 35 268 36 368 37 468 38 568 39 667 41 767 42 867 43 967 44 1067 45 1167 46 1268 46 1369 46 1470 46 1571 46 1673 45 1774 45 1875 45 1976 45 2076 46 2177 46 2278 46 2380 45 2481 45 2582 45 2683 45 2784 45 2885 45 2986 45 3087 45 3188 45 3289 45 3390 45 3492 44 3593 44 3695 43 3797 42 3899 41 4001 40 4103 39 4205 38 4307 37 4410 35 4511 35 4613 34 4715 33 4817 32 4919 31 5021 30 5122 30 5224 29 5325 29 5427 28 5528 28 5629 28 5731 27 5832 27 5933 27 6035 26 6137 25 6238 25 6340 24 6442 23 6544 22 6646 21 6748 20 6851 18 6953 17 7055 16 7158 14 7259 14 7361 13 7462 13 7564 12 7665 12 7766 12 7866 13 7967 13 8068 13 8168 14 8269 14 8369 15 8469 16 8569 17 8669 18 8769 19 8869 20 8969 21 9069 22 9168 24 9268 25 9367 27 9466 29 9565 31 9664 33 9763 35 9863 36 9963 37 10062 39 10162 40
c9573d723f,1 47 102 46 203 46 304 45 405 45 506 44 607 43 708 42 809 41 910 41 1011 40 1112 40 1213 39 1314 38 1415 38 1516 37 1617 36 1718 36 1819 35 1920 34 2021 33 2122 32 2223 31 2324 30 2425 28 2526 27 2627 26 2728 25 2829 24 2930 23 3031 23 3132 22 3233 21 3334 20 3435 20 3536 19 3637 19 3738 18 3839 18 3940 17 4041 17 4142 17 4243 17 4344 16 4445 16 4546 16 4647 16 4748 16 4849 16 4950 16 5051 15 5152 15 5253 15 5354 15 5455 15 5556 15 5657 15 5758 15 5859 15 5960 15 6061 15 6162 15 6263 16 6364 16 6465 16 6566 16 6667 16 6768 17 6869 17 6970 17 7071 18 7172 18 7273 18 7374 19 7475 19 7576 19 7677 19 7778 19 7879 19 7980 19 8081 19 8182 19 8283 19 8384 19 8485 19 8586 19 8687 19 8788 19 8889 19 8990 19 9091 19 9192 19 9293 19 9394 20 9495 20 9596 20 9697 21 9798 21 9899 22 10000 22 10101 22
c95a673c42,59 43 160 43 261 43 363 42 465 41 567 40 670 38 772 37 874 36 976 35 1078 34 1180 33 1283 31 1385 30 1488 28 1590 27 1693 25 1795 24 1898 22 2000 21 2102 20 2204 19 2306 18 2408 17 2510 16 2613 14 2716 12 2819 10 2922 8 3024 7 3126 6 3229 4 3331 3 3434 1
c95b654fb9,1 707 710 99 812 98 913 98 1015 97 1117 96 1218 96 1319 96 1421 95 1522 95 1622 96 1723 96 1823 97 1923 98 2023 99 2124 99 2224 705 2930 98 3031 96 3132 93 3233 89 3334 71 3435 62 3536 55 3637 48 3738 43 3839 40 3940 37 4041 36 4142 34 4243 33 4344 31 4445 28 4546 23 4647 16
f6cba2e890,4344 13 4445 15 4495 3 4546 17 4594 14 4647 22 4677 9 4692 20 4748 67 4849 78 4950 80 5051 81 5152 81 5253 82 5354 84 5455 86 5545 3 5556 95 5657 97 5758 4444
f6d3bcf420,
f6d5677450,
f6d6caf753,
f6d7d74093,1 2 102 2 203 3 304 3 405 4 506 4 607 5 708 5 809 6 910 6 1011 7 1112 9 1213 10 1314 11 1415 13 1516 15 1617 17 1718 19 1819 21 1920 24 2021 26 2122 29 2223 31 2324 33 2425 34 2526 35 2627 37 2728 37 2829 38 2930 40 3031 41 3132 42 3233 43 3334 45 3435 46 3536 47 3637 48 3738 50 3839 51 3940 52 4041 54 4142 55 4243 57 4344 60 4445 64 4546 68 4647 72 4748 76 4849 79 4950 81 5051 84 5152 86 5253 89 5354 93 5455 2121 7577 100 7680 98 7781 98 7882 98 7984 97 8085 97 8186 97 8288 96 8389 96 8491 95 8593 94 8695 93 8797 92 8900 90 9003 88 9105 87 9207 86 9309 85 9411 84 9512 84 9614 83 9715 83 9817 82 9918 82 10020 81 10121 81
f6d8b8393d,1 93 102 93 203 93 304 93 405 93 506 92 607 92 708 92 809 92 910 92 1011 92 1112 92 1213 92 1314 92 1415 92 1516 92 1617 92 1718 92 1819 93 1920 93 2021 93 2122 93 2223 93 2324 93 2425 93 2526 93 2627 93 2728 93 2829 93 2930 94 3031 94 3132 94 3233 94 3334 94 3435 94 3536 94 3637 94 3738 94 3839 94 3940 94 4041 94 4142 94 4243 94 4344 94 4445 94 4546 94 4647 94 4748 94 4849 94 4950 95 5051 95 5152 95 5253 96 5354 96 5455 97 5556 97 5657 97 5758 97 5859 98 5960 98 6061 98 6162 98 6263 98 6364 98 6465 98 6566 98 6667 98 6768 98 6869 98 6970 98 7071 98 7172 98 7274 97 7376 96 7478 95 7580 94 7681 95 7783 94 7885 93 7987 92 8089 92 8190 92 8292 91 8394 91 8495 91 8597 90 8698 90 8799 90 8901 89 9002 88 9103 88 9205 87 9306 87 9407 87 9509 86 9610 86 9711 86 9812 86 9914 85 10014 87 10115 87
f6e2c5da67,
f6e56e8246,
f6e8117887,
f6ea999684,1 67 102 68 203 69 304 71 405 73 506 75 607 78 708 80 809 83 910 88 1011 95 1112 100 1213 8989
f6ece7409c,6969 1 7068 3 7167 5 7266 7 7365 9 7462 13 7558 18 7656 21 7755 23 7854 25 7954 26 8053 28 8152 30 8252 31 8352 32 8451 34 8551 35 8650 37 8749 39 8849 40 8948 42 9047 44 9146 46 9246 47 9345 49 9444 51 9541 55 9638 59 9736 62 9833 66 9928 72 10016 85 10113 89
f6f32bb5f5,1 2 102 3 203 3 304 3 405 4 506 5 607 6 708 6 809 7 910 8 1011 9 1112 10 1213 11 1314 12 1415 14 1516 16 1617 19 1718 24 1819 28 1920 33 2021 36 2122 37 2223 39 2324 40 2425 41 2526 42 2627 43 2728 44 2829 44 2930 45 3031 45 3132 45 3233 45 3334 45 3435 45 3536 46 3637 46 3738 47 3839 49 3940 54 4041 58 4142 61 4243 62 4344 63 4445 64 4546 65 4647 66 4748 67 4849 68 4950 68 5051 69 5152 69 5253 70 5354 71 5455 73 5556 77 5657 79 5758 80 5859 81 5960 81 6061 81 6162 81 6263 81 6364 81 6465 82 6566 82 6667 82 6768 83 6869 83 6970 84 7071 85 7172 86 7273 86 7374 86 7475 86 7576 86 7677 85 7778 85 7879 85 7980 85 8081 85 8182 85 8283 86 8384 86 8485 87 8586 88 8687 89 8788 90 8889 91 8990 92 9091 93 9192 95 9293 97 9394 100 9495 707
f6f5806e2a,1 3535 3541 96 3646 92 3751 88 3858 82 3965 76 4070 72 4177 66 4281 26 4320 24 4385 19 4427 18 4491 12 4537 9 4596 6
f6fc4f5177,1 8282 8285 99 8389 96 8495 10 8508 78 8598 6 8611 76 8713 31 8749 10 8762 23 8816 4 8833 11 8867 15 8936 7 8972 8 9076 3
f70176789c,
f707d4c4ba,
f70a411f05,
f70b438480,1 25 102 16 203 11 304 7
f70f6a5336,44 58 144 59 243 61 342 63 440 66 539 68 637 71 736 73 834 76 932 79 1030 82 1128 85 1226 88 1322 93 1419 8783
25386ddea1,
2539151aeb,1 7364 7374 88 7475 86 7576 84 7677 84 7778 84 7879 85 7980 86 8081 86 8182 87 8283 87 8384 87 8485 87 8586 87 8687 87 8788 87 8889 87 8990 87 9091 87 9192 87 9293 87 9394 87 9495 88 9596 88 9697 89 9798 90 9899 91 10000 92 10101 93
25402dcb0b,
2542f94c1c,
254689666f,1 8787 8792 97 8896 94 9000 91 9105 87 9212 81 9320 74 9424 71 9527 69 9630 67 9734 64 9837 62 9939 61 10041 60 10142 60
254a7179a6,
254ad9e3c2,83 19 183 20 282 22 382 23 480 26 579 28 676 32 775 34 873 37 969 42 1028 4 1065 47 1124 16 1162 51 1216 29 1259 89 1358 90 1456 93 1553 8649
